Date,Ticker,Open,High,Low,Close,Volume
2024-09-10 00:00:00-04:00,AAPL,217.1038662465979,219.6426263973432,214.93203178151688,218.28399658203125,51591000
2024-09-11 00:00:00-04:00,AAPL,219.62283934479092,221.23930705217748,216.08244775598524,220.81288146972656,44587100
2024-09-12 00:00:00-04:00,AAPL,220.6541869199912,221.69547936785247,217.9964268983011,220.9219512939453,37455600
2024-09-13 00:00:00-04:00,AAPL,221.72521710949164,222.18139254741286,220.06907298412548,220.6541748046875,36766600
2024-09-16 00:00:00-04:00,AAPL,214.74362792854853,215.4179946756504,212.14536768072225,214.5254669189453,59357400
2024-09-17 00:00:00-04:00,AAPL,213.96019610771708,215.10064996456288,212.72056577105593,214.99156188964844,45519300
2024-09-18 00:00:00-04:00,AAPL,215.745241460142,220.86243852013078,215.7353147340035,218.85919189453125,59894900
2024-09-19 00:00:00-04:00,AAPL,223.12352684243388,227.91345980340301,222.7665127356472,226.97132873535156,66781300
2024-09-20 00:00:00-04:00,AAPL,228.06223610833695,231.15634864169297,225.73172498083707,226.30691528320312,318679900
2024-09-23 00:00:00-04:00,AAPL,225.45404067299683,227.54653724680347,223.93673438033483,224.5912628173828,54146000
2024-09-24 00:00:00-04:00,AAPL,226.75316007712865,227.44736512534206,223.85738561877668,225.48377990722656,43556100
2024-09-25 00:00:00-04:00,AAPL,223.06400902085235,225.40443143928672,222.16156973744518,224.4920654296875,42308700
2024-09-26 00:00:00-04:00,AAPL,225.41436171300208,226.60440369502516,223.54004142995942,225.63253784179688,36636700
2024-09-27 00:00:00-04:00,AAPL,226.56473891662026,227.61594290444046,225.41435845997736,225.90028381347656,34026000
2024-09-30 00:00:00-04:00,AAPL,228.13162655878588,231.06707763671875,227.74486252768645,231.06707763671875,54541900
2024-10-01 00:00:00-04:00,AAPL,227.615942887257,227.74485413807125,221.88389405688537,224.33340454101562,63285000
2024-10-02 00:00:00-04:00,AAPL,224.01605029183685,225.48376819979168,221.16986421787885,224.89866638183594,32880600
2024-10-03 00:00:00-04:00,AAPL,223.27228007150777,224.928424248049,221.46738631978812,223.79788208007812,34044200
2024-10-04 00:00:00-04:00,AAPL,226.00938361911108,226.10856009308668,222.27066963907552,224.91851806640625,37245100
2024-10-07 00:00:00-04:00,AAPL,222.63759275105315,223.81772316941647,219.49389225502094,219.8509063720703,39505400
2024-10-08 00:00:00-04:00,AAPL,222.43925780658088,224.10531361949606,221.3979653574062,223.89706420898438,31855700
2024-10-09 00:00:00-04:00,AAPL,223.36154504729694,227.84405251552317,222.96486939830248,227.6357879638672,33591100
2024-10-10 00:00:00-04:00,AAPL,225.89038125247495,227.59611368544336,225.28544108575701,227.13992309570312,28183500
2024-10-11 00:00:00-04:00,AAPL,227.39779019694814,227.5068782710055,225.45404318616428,225.6623077392578,31759200
2024-10-14 00:00:00-04:00,AAPL,226.80274288926017,229.8076053434174,226.70358155060512,229.3811798095703,39882100
2024-10-15 00:00:00-04:00,AAPL,231.67201972311165,235.51983687729248,230.44230106244424,231.9100341796875,64751400
2024-10-16 00:00:00-04:00,AAPL,229.67867825777722,230.1943535005289,227.93326933706737,229.857177734375,34082200
2024-10-17 00:00:00-04:00,AAPL,231.49350124327563,231.91003031839952,228.60765355789445,230.22412109375,32993800
2024-10-18 00:00:00-04:00,AAPL,234.22071038271358,234.22071038271358,232.0687139036669,233.05050659179688,46431500
2024-10-21 00:00:00-04:00,AAPL,232.5050454306036,234.88514457730523,232.5050454306036,234.51820373535156,36254500
2024-10-22 00:00:00-04:00,AAPL,231.94970749678197,234.2603802258017,230.67041566655348,233.9033660888672,38846600
2024-10-23 00:00:00-04:00,AAPL,232.13812257917175,233.18932661738793,225.87054472777703,228.8456573486328,52287000
2024-10-24 00:00:00-04:00,AAPL,228.07209441058475,228.9051373175465,226.51512691244304,228.65721130371094,31109500
2024-10-25 00:00:00-04:00,AAPL,227.83412074973037,231.28524701350278,227.665532857223,229.49026489257812,38802300
2024-10-28 00:00:00-04:00,AAPL,231.38445260776976,232.78274415861915,230.62083606612686,231.46377563476562,36087100
2024-10-29 00:00:00-04:00,AAPL,231.16627329542206,232.38606532055925,230.39274516902225,231.73153686523438,35417200
2024-10-30 00:00:00-04:00,AAPL,230.68031899274527,231.53318522639518,227.64570650368097,228.19114685058594,47070900
2024-10-31 00:00:00-04:00,AAPL,227.43744214117888,227.92338265648337,223.50037517792762,224.03590393066406,64370100
2024-11-01 00:00:00-04:00,AAPL,219.1368672842602,223.4805363045207,218.44267740554844,221.06077575683594,65276700
2024-11-04 00:00:00-05:00,AAPL,219.15671602208408,220.94177147156717,217.88733586004025,220.16824340820312,44944500
2024-11-05 00:00:00-05:00,AAPL,219.9599923572388,222.09215031274817,219.3054639601429,221.59629821777344,28111300
2024-11-06 00:00:00-05:00,AAPL,220.76327216240406,224.19457534628128,219.35505401685137,220.8723602294922,54561100
2024-11-07 00:00:00-05:00,AAPL,222.7665171269793,225.9895557457087,222.7070172967094,225.59286499023438,42137700
2024-11-08 00:00:00-05:00,AAPL,225.53330763226646,227.01257809039103,224.77878865400953,225.3248291015625,38328800
2024-11-11 00:00:00-05:00,AAPL,223.37892800863307,224.07388164377818,219.90414468405433,222.61447143554688,42005600
2024-11-12 00:00:00-05:00,AAPL,222.9321731823864,223.96467356190874,221.75074442821315,222.61447143554688,40398300
2024-11-13 00:00:00-05:00,AAPL,222.39605879884869,225.01703765642938,221.15506473467502,223.49806213378906,48566200
2024-11-14 00:00:00-05:00,AAPL,223.39881774279925,227.22107081675753,223.37895759377815,226.5757598876953,44923900
2024-11-15 00:00:00-05:00,AAPL,224.76884409236825,225.28510187679902,222.65420045885568,223.37893676757812,47923700
2024-11-18 00:00:00-05:00,AAPL,223.62711979019133,228.08477571151616,223.54769435597734,226.37716674804688,44633700
2024-11-19 00:00:00-05:00,AAPL,225.34466282087314,228.50175961033486,225.02697621656037,226.6352996826172,36211800
2024-11-20 00:00:00-05:00,AAPL,226.4168677573381,228.2733899080337,224.2625040209905,227.35009765625,35169600
2024-11-21 00:00:00-05:00,AAPL,227.230987838277,228.50176458087773,224.0838286281757,226.8735809326172,42108300
2024-11-22 00:00:00-05:00,AAPL,226.4168797117104,229.05771868234922,226.4168797117104,228.21383666992188,38168300
2024-11-25 00:00:00-05:00,AAPL,229.79240040372403,231.5694972757357,228.08479132337303,231.19223022460938,90152800
2024-11-26 00:00:00-05:00,AAPL,231.6489234928732,233.87279036398945,231.6489234928732,233.366455078125,45986200
2024-11-27 00:00:00-05:00,AAPL,232.78071887838198,233.99193037541463,232.125470334311,233.23739624023438,33498400
2024-11-29 00:00:00-05:00,AAPL,233.11825362062933,236.0966394139658,232.28430923421996,235.62010192871094,28481400
2024-12-02 00:00:00-05:00,AAPL,235.56052304560976,239.05515126765505,235.45131496686756,237.86380004882812,48137100
2024-12-03 00:00:00-05:00,AAPL,238.08222901174219,241.01097200063165,237.17878168890522,240.90176391601562,38861000
2024-12-04 00:00:00-05:00,AAPL,241.12019505186365,242.35126670496282,239.5118714775545,241.25918579101562,44383900
2024-12-05 00:00:00-05:00,AAPL,242.23213863223197,242.77816394602775,240.38553870781277,241.28897094726562,40033900
2024-12-06 00:00:00-05:00,AAPL,241.15989600483465,242.86750503393802,240.33587413565135,241.09039306640625,36870600
2024-12-09 00:00:00-05:00,AAPL,240.08769312504634,245.4587194212017,240.00826768189094,244.9722442626953,44649200
2024-12-10 00:00:00-05:00,AAPL,245.11121388943334,246.4217108653419,243.57237825215392,245.98487854003906,36914800
2024-12-11 00:00:00-05:00,AAPL,246.17350623578653,248.9930409884295,244.48574226451257,244.71409606933594,45205800
2024-12-12 00:00:00-05:00,AAPL,245.11120954102955,246.9478867446912,243.90992066775823,246.1735076904297,32777500
2024-12-13 00:00:00-05:00,AAPL,246.03453629863122,247.4939314395242,244.46591792091505,246.34230041503906,33155300
2024-12-16 00:00:00-05:00,AAPL,246.2033097230519,249.56888515433104,245.86574781090837,249.2313232421875,51694800
2024-12-17 00:00:00-05:00,AAPL,248.2782345553336,252.0012166921119,247.98039295462073,251.6537322998047,51356400
2024-12-18 00:00:00-05:00,AAPL,250.34325221557475,252.44797328398425,245.95509905753715,246.2628631591797,56774100
2024-12-19 00:00:00-05:00,AAPL,245.71683140567848,250.184410158509,245.3097817058068,247.99032592773438,60882300
2024-12-20 00:00:00-05:00,AAPL,246.2529371403228,253.16279902630112,243.919877297432,252.65647888183594,147495300
2024-12-23 00:00:00-05:00,AAPL,252.93444954402884,253.80809906094288,251.62395254537785,253.43084716796875,40858800
2024-12-24 00:00:00-05:00,AAPL,253.64920994120632,256.3495985100622,253.450638814347,256.3396911621094,23234700
2024-12-26 00:00:00-05:00,AAPL,256.329771467171,258.2260137599804,255.77380863027113,257.1537780761719,27237100
2024-12-27 00:00:00-05:00,AAPL,255.9724022209019,256.8361595932908,251.23677948504655,253.74855041503906,42355300
2024-12-30 00:00:00-05:00,AAPL,250.4127477342041,251.67360197393796,248.9434149702759,250.38296508789062,35557500
2024-12-31 00:00:00-05:00,AAPL,250.62123433005314,251.45517870098834,247.63291094425557,248.61578369140625,39480700
2025-01-02 00:00:00-05:00,AAPL,247.1365264348607,247.3053149666319,240.07776640397734,242.0931396484375,55740700
2025-01-03 00:00:00-05:00,AAPL,241.60665893554688,242.42074318433572,240.14724866814672,241.60665893554688,40244100
2025-01-06 00:00:00-05:00,AAPL,242.5498168429892,245.54806288478193,241.4478134561986,243.23484802246094,45045600
2025-01-07 00:00:00-05:00,AAPL,241.22937670987722,243.78086767976055,239.6111308132576,240.46493530273438,40856000
2025-01-08 00:00:00-05:00,AAPL,240.17700647488417,241.95411831821167,238.32048434869313,240.95138549804688,37628900
2025-01-10 00:00:00-05:00,AAPL,238.2807606174901,238.4296889806259,231.32127200767005,235.14353942871094,61710900
2025-01-13 00:00:00-05:00,AAPL,231.84748509521594,232.9792711307645,228.06493742769467,232.71121215820312,49630700
2025-01-14 00:00:00-05:00,AAPL,233.05868390458076,234.41880854341963,230.7951119565212,231.59927368164062,39435300
2025-01-15 00:00:00-05:00,AAPL,232.94949481929564,237.2383779015073,232.74100113522098,236.15621948242188,39832000
2025-01-16 00:00:00-05:00,AAPL,235.63998458586752,236.29521800986595,226.38712456587973,226.61546325683594,71759100
2025-01-17 00:00:00-05:00,AAPL,230.447655820989,230.61642921557544,226.83388128979956,228.3230743408203,68488300
2025-01-21 00:00:00-05:00,AAPL,222.38615194982364,222.80312416686704,217.79944241349193,221.03594970703125,98070400
2025-01-22 00:00:00-05:00,AAPL,218.2064601780486,222.5052654056773,218.2064601780486,222.2173614501953,64126500
2025-01-23 00:00:00-05:00,AAPL,223.12078931433723,225.39428356119052,220.6983667044382,222.04856872558594,60234800
2025-01-24 00:00:00-05:00,AAPL,223.16053267311034,224.00441476166836,219.8148172645265,221.17494201660156,54697900
2025-01-27 00:00:00-05:00,AAPL,222.40598291880553,230.4773975200278,222.36626262781007,228.2039031982422,94863400
2025-01-28 00:00:00-05:00,AAPL,229.18679454547646,238.4594987479956,229.147074251248,236.54339599609375,75707600
2025-01-29 00:00:00-05:00,AAPL,232.43322998057818,238.13188043636077,232.32402189200354,237.63548278808594,45486100
2025-01-30 00:00:00-05:00,AAPL,236.95045561956258,239.05517683623282,235.50098294542886,235.87823486328125,55658300
2025-01-31 00:00:00-05:00,AAPL,245.40906406001392,245.40906406001392,231.75812916176676,234.2996826171875,100959800
2025-02-03 00:00:00-05:00,AAPL,228.33299411580026,230.15973381299622,224.0738938399255,226.36724853515625,73063300
2025-02-04 00:00:00-05:00,AAPL,225.61273982041166,231.45038123633566,225.01705656002386,231.1227569580078,45067300
2025-02-05 00:00:00-05:00,AAPL,226.8835194075747,230.9936915376493,226.62539807097704,230.79513549804688,39620300
2025-02-06 00:00:00-05:00,AAPL,229.62361584180033,232.11554171369926,228.7698112868805,231.5397186279297,29925300
2025-02-07 00:00:00-05:00,AAPL,230.92416830424466,232.3140755170278,225.6226304523949,225.98997497558594,39707200
2025-02-10 00:00:00-05:00,AAPL,228.16660736242451,229.1803610121675,225.81108525741098,226.25833129882812,33115600
2025-02-11 00:00:00-05:00,AAPL,226.8049592810601,233.7919821040532,226.7353950927951,231.19793701171875,53718400
2025-02-12 00:00:00-05:00,AAPL,229.78663009476247,235.51142789245534,229.26980470124647,235.42196655273438,45243300
2025-02-13 00:00:00-05:00,AAPL,235.4617298072221,240.85852795215618,234.1299251101732,240.05348205566406,53614100
2025-02-14 00:00:00-05:00,AAPL,239.77517912233392,244.04889519264196,239.51677402617887,243.10470581054688,40896200
2025-02-18 00:00:00-05:00,AAPL,242.6574585849239,243.6811607859394,240.36158248040348,242.9755096435547,48822500
2025-02-19 00:00:00-05:00,AAPL,243.16435439309654,244.50609250836237,241.6735241546838,243.37306213378906,32204200
2025-02-20 00:00:00-05:00,AAPL,243.4426355672204,245.27138364211797,242.7966000469895,244.3271942138672,32316900
2025-02-21 00:00:00-05:00,AAPL,244.44646835255205,247.16972378813352,243.72093519653038,244.04891967773438,53197400
2025-02-24 00:00:00-05:00,AAPL,243.43269920852308,247.33868242018207,242.92582237394555,245.58944702148438,51326400
2025-02-25 00:00:00-05:00,AAPL,246.48392314447185,248.4716967182176,243.41281661275679,245.52978515625,48013300
2025-02-26 00:00:00-05:00,AAPL,242.83637220684057,243.48239258336395,237.66816369812489,238.89064025878906,44433600
